Profile ID,Case Name,Case Brief Description,URL,Country,Sector,Impact,Data Used,Long Description,Image File Name,Region,Machine Readable(Yes/No/NA),Last updated,Status,Owner,Notes
1896,Local interventions Group,A nonprofit organization working on data-driven solutions for smarter governance.,http://www.localinterventions.org.uk,Nepal,Governance,"Helps policy-making based on data, enhances citizen access to government services, and transparency and accountability",Electoral data from Nepal,"<br>Local Interventions Group (LIG) is an international non-profit company focused on technology-led development innovations. In light of its mission to reform the government to work closely with the civil society and the private sector in addressing governance problems, LIG is committed to making governments more accountable and transparent.<br><br>Its core programme, an open government initiative hosted in Nepal, aims to democratise government information, increase transparency and accountability, and allow effective public oversight. Additionally, as a stakeholder in Nepal’s governance process, LIG has also joined the “Opening Parliament” global movement which advocates for transparency of parliamentary operations, such as proceedings, committee decisions and the writing of country’s constitution. Supported by of years of experience working towards more government openness, LIG has produced a report called <a target=""_blank"" href=""http://www.localinterventions.org.uk/download/Open%20Government%20-%20Global%20Perspectives.pdf"">“Open Government : Global Perspectives”</a>, as a way for practitioners and supporters in the field of open government to share their stories, best practices, challenges and successes.<br><br>More recently, LIG has also launched a crowdsourcing programme, which complements its core “Open Government” programme. During the 2013 elections in Nepal, LIG developed an online reporting <a target=""_blank"" href=""http://www.localinterventions.org.uk/programmes.php?post=22"">platform</a> that collected detailed information from observers, journalists, and individual voters to ameliorate the mistrust among the various participants in the electoral process.",locaintervene_GOV_SAR.jpg,South Asia,Yes,Nov 24,Final,GM,
1904,M-Farm,"A mobile application that allows farmers to receive accurate, real-time crop-price information.",https://www.mfarm.co.ke,Kenya,Agriculture,"Helps farmers make informed decisions on how to price produce, and where to sell for the largest profit","Famine Early Warning System dataset on agroclimatology provided by National Aeronautics and Space Administration (NASA), National Oceanic and Atmospheric Administration (NOAA), US Department of Agriculture (USDA), and US Geological Survey (USGS)","<br>The lack of real-time information sharing regarding crop prices often results in farmers selling their crops <a target=""_blank"" href=""http://www.bbc.com/future/story/20130408-tech-taps-africas-farm-potential"">based on prices offered by middlemen and traders</a>. In order to help farmers get a fair price for their crops, M-Farm developed a text-message based mobile phone that allows farmers to access market price for their crops, rather than relying on the word of the buyer.<br><br>Based on the Famine Early Warning System’s (FEWSNet) <a target=""_blank"" href=""https://www.fews.net/sectors/agroclimatology"">dataset</a> on agroclimatology, M-Farm is able to analyze ten years of historic data, that include market prices of crops, to determine trends in crop price fluctuation. By taking advantage of information that was already public, M-Farm’s query-based model estimates present and future wholesale commodities prices, and makes it that information instantaneously available to individual farmers nationwide.<br><br>With approximately 3 000 users on the web and 6 000 on mobile through SMS, MFarm’s goal of decreasing the influence of intermediaries in the distribution of crops has allowed farmers to to <a target=""_blank"" href=""http://www.innovationiseverywhere.com/real-time-stock-price-african-farmers-case-study-connected-agriculture-m-farm-kenya/"">double their sales</a>.",mfarm_AGR_SSA.png,Sub-Saharan Africa,Yes,Nov 24,Final,GM,
922,Mandi Trades,A location-based social network that facilitates business directly between local farmers and buyers,http://www.manditrades.com/,India,Agriculture,Increases efficiency in the agriculture market and reduces information asymmetry for small-scale farmers,Commodity Prices from India’s data portal and AgMarknet.gov.in,"<br>Mandi Trades is a location-based social network and mobile application that connects farmers, transporters, traders, shop owners, and retail managers to one another. Under the services of <a target=""_blank"" href=""http://farmobi-technologies-pvt-ltd.android.informer.com/"">Farmobi Technologies Pvt Ltd</a>, Mandi Trades allows buyers and sellers to bypass the middlemen often involved in the Indian food industry. Instead, this platform creates an environment where buyers can purchase crops directly from local farmers, which reduces transportation costs and increases profit margins for both parties. These services also automatically incorporate the locations of sellers upon uploading datasets.<br><br>The Farmobi Technologies' app levels the agricultural market in two ways. First, it features agricultural market price data from the government of India’s data portal, <a target=""_blank"" href=""https://data.gov.in/"">data.gov.in</a>, to make public information access a key component to competitive pricing. Second, the app lets farmers directly post details about their crops, making purchasing decisions transparent to both suppliers and buyers. These two features in Mandi Trades not only decreases information asymmetry but also leverages existing government data to encourage public data use within the agriculture sector for fair and competitive pricing.",MandiTrades_agr_sar.png,South Asia,Yes,Nov 15,Final,TG,
926,Map Kibera,"A nonprofit organization that collects citizen-generated data and other kinds of relevant open data for citizen accountability, development planning, and government use.",http://mapkibera.org,Kenya,IT and geospatial,Provides information on educational institutions in Kenya,"Education data from Kenya's Ministry of Education, Kenyan election data","<br>In 2007 the Kenyan government mapped all schools in Kenya. They recorded the number of students, teachers, teachers with training certificates, availability of toilets, and whether the schools were private, public, church or nonprofit-led. Map Kibera aimed to take this information, compare and combine it with citizen-sourced data to get a better picture of school costs and performance in Kenya. </br><br>Map Kibera collected information on feeding programs, after school programs, construction materials, availability and reliability of electricity, and number of classrooms, among others. The goal was to be able to calculate f student-teacher ratios, identify contact details for headmasters and school, and most importantly the cost per term for attendance. While government educational institutions were supposed to be no-fee, there are often other kinds of fee attached to schools. Map Kibera used the government data as a benchmark for its own collection - which once collected is published on OpenStreet Map.",mapkibera_IT_SSA.png,Sub-Saharan Africa,Yes,Nov 27,Final,AA,
1907,MapMyGenome,A molecular diagnostics company,http://mapmygenome.in/,India,Healthcare,Offers personalized health solutions based on genetic tests for individuals and physicians,Genomic database from the U.S. National Institute of Health (NIH) and other open genome resources,"<br>Genetic profiling is founded on the basis of open science. Without the crowdsourced efforts of the <a target=""_blank"" href="""">Human Genome Project</a>, and access to open proteomics and genetic research that is machine readable, our understanding of the human genome and as well as the tools we’ve created over the past decade to analyze genetic information would not be possible.<br><br>MapMyGenome, which offers health profiling services including mapping personal genomics, molecular diagnostics, DNA forensics, brain wellness and TB diagnostics, utilizes such open access genetic tools to create profiles for their clients. Their predictions and recommendations for actionable steps are based on previous, open-access studies that compare people with similar genomes. To anonymize and store patient data, MapMyGenome utilizes Biotracker. The system allows for privileged based access, audit trails for information storage, and enables delinking of personal information. With the consent of their clients, Mapmygenome builds upon the efforts of open science by placing patient delinked data including results from questionnaires and genetic information generated from sample processing to an open access research database. Files on the database are machine-readable, enabling other scientists to contribute and work with the data.",mapmygenome_HEA_SAR.png,South Asia,Yes,Nov 26,Final,SH,
936,MapYourProperty,Website that automates zoning and land use information collection,http://www.mapyourproperty.com/,Canada,"Housing, construction & real estate",Streamlines information gathering for urban planners and developers,"Zoning, regulatory, environmental, and land use datasets from the City of Toronto, Region of York, and Ontario Government of Canada","<br>MapYourProperty gives clients instant access to zoning, land use, and environmental information about a specific location, eliminating the tedious process of cross-checking a property with the land regulations and restrictions pertaining to that location.<br><br>The Canadian startup relies almost entirely on open municipal and federal datasets, such as land use and zoning policies, the Toronto Bylaw 569-2013, or the Oak Ridge Moraine Plan. The information from these datasets is incorporated in two places: first, when a client visits MapYourProperty’s website, information such as environmental laws and flooding areas are overlaid on a Google maps search of the client’s location of interest. Information on the map is categorized into five tabs: land use, zoning, environmental, and water and provincial regulations. Second, when the client is satisfied with the map, MapYourProperty compiles this visual data and more into a single, detailed Word document.<br><br>The startup has enhanced Ontario’s real estate market, streamlining a previously time-consuming process that involved browsing through city hall binders and physical maps.",MapYourProperty_hou_na.png,North America,NA,Nov 16,Final,TG,
952,medicat.io,A website that provides information on medication and pharmacies for the general public,http://medicat.io,France,Healthcare,Helps consumers make more informed decisions about the medication/drugs they take,"Public database of medicines and National file of Health and Social Institutions (FINESS) from France’s Ministry of Social Affairs, Health and Women's Rights; National repository drug interactions and Official list of medication drugs in allopathy, homeopathy and herbal from France’s National Agency for the Safety of Health Products (ANSM); Drugstores on duty and emergency in Paris from the Regional Health Agency - Ile de France","<br>The goal of Medicat.io is to make information about medication in France more accessible to teh public, and allow people to be better informed when they discuss medications with doctors or pharmacists. Where there there is higher medication consumption in France than in its neighbouring countries, Medicat.io aims to raise awareness about the risks of taking multiple medications simultaneously. By analyzing crossing and comparing the components of different medications, and highlighting relevant information using reliable sources, the website allows users to explore the different treatment options available, and discuss the best options with pharmacists.<br><br>The service provided by Medicat.io is built on publicly available data. It uses data from France’s public database of medicines (Ministry of Social Affairs, Health and Women's Rights), the its National repository drug interactions (Agence française de sécurité sanitaire des produits de santé), which is updated every month. Similarly, the directory of pharmacies integrates public data from the Regional Health Agency, and the National file of Health and Social Institutions.",MedicatIO_hea_eca.png,Europe & Central Asia,NA,Nov 16,Final,AA,
971,Michael Culture Association,A nonprofit that promotes digital cultural content and creates a network among cultural institutions throughout Europe,http://www.michael-culture.eu/,France,"Arts, culture and tourism",Consolidates and fosters growing digital cultural content from museums and libraries across Europe,"Cultural data and inventories from public museums, libraries and archives across Europe","<br>As the world increasingly moves towards digital formats, Michael Culture Association, commissioned in 2007, provides members with access to digital cultural resources. The nonprofit encompasses over 150 cultural institutions across Europe, and its main project is the Michael Culture portal, which allows users to browse through European digital cultural heritage material online.<br><br>The Michael Culture portal builds its content from public and private, museums, libraries, and archives. The content itself ranges from art to archaeology and spans all periods of European history, and is searchable by subject, author, date, as well as a number of other identifiers. Michael Culture Association also links users to national portals of digital cultural collections, thus consolidating a number of scattered resources within a single portal. Through its support for multiple languages and large collection, the Michael Culture portal is able to deliver a searchable digital database of cultural content that supersedes the traditional linguistic and physical barriers of European cultural institutions.",MichaelCultureAssoc_art_eca.png,Europe & Central Asia,NA,Nov 16,Final,TG,
981,Mobile Content.Com Ltd.,A mobile content provider in Ghana,http://mobilecontent.com.gh,Ghana,Media and communications,Informs the organization’s market and pricing strategy,"Demographic, consumer and mobile penetration data from Ghana’s Census; Education data from Ghana’s Ministry of Education","<br>MobileContent primarily uses open data to inform the organization’s strategic decisions. For instance, the organization uses various types of consumer data on mobile use (e.g. value of mobile services, how much consumers spend per month on average, mobile penetration), complemented with demographic data, to determine whether a specific target market is likely to be profitable, and the optimal pricing for the organization’s products and services.<br><br>MobileContent designs a number of mobile-based services, providing information ranging from ways to prevent diseases to jokes and horoscopes. In addition to using open data to inform pricing, marketing and product development, the organization also hosts a platform with information about educational institutions throughout Ghana.",MobileContent_med_ssa.png,Sub-Saharan Africa,Yes,Nov 15,Final,AA,
1909,Mobile Web Ghana,An organization that supports people become mobile-technology entrepreneurs,http://mobilewebghana.org/,Ghana,Media and communications,Empowers youths and community members through business and mobile technology education,"Ghanaian population data, transportation data related to accidents, and agriculture data on commodity prices","<br>Mobile Web Ghana was created in 2010 as a part of the World Wide Web Foundation program in Africa to run Mobile Entrepreneurship training sessions. The program is a part of the larger movement to advance open web as a public good and basic right. Upholding that principle, Mobile Web Ghana teaches youths and passionate people how to create mobile software applications, via mobile websites, apps, SMS and/or voice. The training sessions rely on available open government data for their students to conduct analysis and experiment with.<br><br>Similar to a hackathon, students who attend these training sessions learn about the government databases available to them while simultaneously applying the data to their projects. Some projects related to Mobile Web Ghana include the <a target=""_blank"" href=""https://www.microsoft.com/africa/4afrika/app-factory.aspx"">Microsoft App Factory</a>, <a target=""_blank"" href=""http://unlockingwat.com/"">Unlocking Women and Technology</a>, and <a target=""_blank"" href=""http://www.codeforghana.org/"">Code for Ghana</a>. The datasets that the Mobile Web Ghana’s projects utilize come from the Ghana <a target=""_blank"" href=""http://data.gov.gh/"">Open Data Initiative</a>, which contains over 125 open datasets in 25 agencies.",mobilewebghana_MED_SSA.png,Sub-Saharan Africa,Yes,Nov 26,Final,SH,
168,Mocioun TechLabs,A startup that creates mCommerce and other smartphone applications,https://goo.gl/hhwO8Q,India,Consumer,Utilizes open tools and data to curate simple and practical phone applications for citizens,Market and economic data from India's open data platform,"<br>Incubated at Startup Village Kochi by 3 graduates of TKM college, Mocioun TechLabs brings together young engineers to design mobile applications. MarketWatch, Mocioun’s first product, gathers live price details of thousands of produces from around 3000 markets all over India with the help of “Data Portal India”. The app uses GPS technology and geospatial data to locate prices from 5 markets closest to the location of the user, allowing users to find the cheapest prices within a local range. MarketWatch was the recipient of the Open Data App Award given by Govt. of India & NASSCOM to encourage data-driven innovation.",mocioun_CONS_SAR.png,South Asia,Yes,Nov 26,Final,SH,
1022,Navut,Provides online tools to facilitate relocation in Canada,http://www.navut.com/,Canada,"Housing, construction & real estate",Customizes and cuts down the cost of housing searches,"Demographic data from Canada Census and U.S. Census Bureau, education data at the province level from Canadian Ministries of Education, U.S. Geological Survey","<br>Relocating to a new area comes with its own challenges, but for the founders of Navut, relocating to Canada as immigrants <a target=""_blank"" href=""https://www.thestar.com/news/immigration/2014/11/11/website_navutcom_matches_newcomers_with_the_perfect_neighbourhood.html"">inspired them to create a website</a> breaking down information barriers in the housing market. Designed for enhanced user operability, Navut was founded in 2012 and seeks to generate data-driven decision-making. Navut provides online tools for users to specify relocation preferences depending on selection criteria, such as lifestyle and budget, and feeds the data through a personalized search engine called The Neighborhood Finder. Information collected from government and private sources address the criteria and allow users to narrow their real estate options.<br><br>Users examine property locations and assess factors such as distance to schools or commute to work. Additional information provided includes statistics on public and private schools, <a target=""_blank"" href=""http://venturebeat.com/2015/06/24/navut-readies-u-s-launch-so-movers-to-another-city-can-know-which-neighborhood-they-want/"">sourced from the Ministry of Education from each province</a>, and demographics from the 2016 Canadian census. Providing access to census or education demographics creates opportunities for future homeowners and renters to make quality decisions while avoiding high real estate agent fees generally associated with the process.",Navut_hou_na.png,North America,NA,Nov 16,Final,KK,
1061,New Zealand Institute of Economic Research (NZIER),Consultancy advancing independent economic analyses,http://nzier.org.nz/,New Zealand,"Business, research and consulting",Supports a database that breaks down national economic analysis into user friendly datasets,"Statistics New Zealand Official Yearbooks (1893-2012), Budget data and economic statistics from the Treasury and Reserve Bank of New Zealand","<br>The New Zealand Institute of Economic Research (NZIER) is a consultancy that encourages independent analyses on economic issues within the country. Their Public Good program endeavors to empower individuals in making data-driven decision-making in business and policy-making. NZIER focuses on data management and provides the tools for different data interpretation. To strengthen existing government data, NZIER incorporates information from The Treasury, New Zealand’s <a target=""_blank"" href=""http://www.stats.govt.nz/browse_for_stats/snapshots-of-nz/digital-yearbook-collection.aspx"">Official Yearbooks (1893-2012)</a> from Statistics New Zealand, <a target=""_blank"" href=""http://www.oecd.org/gov/government-at-a-glance-2015-database.htm"">Government at a Glance database</a> from the Organisation for Economic Co-operation and Development (OECD), and the Reserve Bank of New Zealand.<br><br>These sources then develop their database called <a target=""_blank"" href=""https://data1850.nz"">Data1850</a>, which bridges data from five sectors: government, economic activity, prices, international linkages, and people. With the lack of statistics data available prior to 1850, the platform was coined Data1850. Their services include datasets or other information on economic or statistics based history, spanning from 1850 to present day. Easily operable and downloadable, the data is available for free on the website. Users choose among economic activity, people, and prices to begin, and then narrow down data options. For example, employment may be first narrowed down by industry or by occupation, then the types of services or professions.",NewZealandInst_bus_eap.jpeg,East Asia & Pacific,NA,Nov 16,Final,KK,
574,Nigeria Open Data Access,"A data access, visualization and journalism initiative",http://opendata.com.ng,Nigeria,IT and geospatial,Makes high quality data available and accessible to the community,"Various public datasets from Nigeria in cluding demographic, economic, health, energy, education, tourism, agriculture, and climate data, as well as data on emergencies, budgets, extractives, tourism, and transportation.","<br>In 2015, a network of volunteers in Nigeria committed to ensuring the availability of quality data to the public, and came together to overcome the lack of a national repository of data in the country. Three Final Year students of the Federal University of Technology Akure developed the Nigeria Open Data Access (NODA), a portal that provides its users with full access and rights to open data about the country. The data, which is standardized by NODA before being made available in a machine-readability format, includes, for example, the location of schools, hospitals, and water points, demographic information, 98% of all roads in Nigeria, and geographic data such as rivers in Nigeria or soil data.<br><br>By providing relevant open data to the community, which comprises students, researchers, environmentalist, developers, and social advocates, NODA aims to improve civic engagement and facilitate innovation. The array of datasets made available in machine-readability formats via download or API offers re-users the ability to conveniently feed public datasets into existing technologies, thereby streamlining the innovation process. Although the scope of NODA is currently limited only to Nigeria, NODA’s vision to become Africa’s largest, most robust and scalable data repository to facilitate universal access to open data.",nigeriaopendataaccess_IT_SSA.png,Sub-Saharan Africa,Yes,Nov 26,Final,GM,
1070,Odekro,A website that provides makes public information from the Parliament of Ghana more easily accessible,http://www.odekro.org/,Ghana,Governance,Promotes government accountability and citizen participation by making parliamentary proceedings accessible to the public,Ghanaian Parliamentary and election data,"<br>Ghana’s legislature is composed of 275 Members of Parliament (MPs) that are elected to serve their single-member constituencies. However, while the majority of the activities in parliament, such as votings, motions, and committees, take place in the open, too often, information is difficult to find, access and use. Created in 2012, Odekro is an online platform that aims to promote transparency and citizen participation in Ghana by providing public access to Bills, Motions, and Parliamentary proceedings (Hansards).<br><br>Mainly, the work of Odekro is to extract the data from different public sources, such as the Parliament of Ghana, the Electoral commission, and Ghana statistical service. While some of the data is available in excel formats, often Odekro has to convert data from paper or PDF to a machine-readable format. Making this information open allows media organizations to contribute to a more evidence-based public discussion, and increased public accountability of Members of Parliament. An example of this was the attention recently drawn to the country’s non-attending MPs after a <a target=""_blank"" href=""https://www.modernghana.com/news/660880/1/125-mps-risk-losing-seats-for-absenteeism.html"">letter sent by Odekro to the Speaker of Parliament</a> based on this data. The Odekro platform also provides tools that allow users to discuss online while discussions are taking place in the Parliament, as well as to report issues affecting their constituencies, or follow the specific issues the MPs for their constituencies are contributing to. In this way, Odekro aims to enable communities and marginalized populations to leverage this information to engage with government agencies.",Odekro_gov_ssa.png,Sub-Saharan Africa,Yes,Nov 15,Final,GM,
1075,Ojoconmipisto,Monitors the spending of municipal funds in Guatemala,http://ojoconmipisto.com/,Guatemala,Media and communications,Promotes civic-minded journalism and citizen participation,Procurement data from Guatemala’s Ministry of Finance,"<br>Ojoconmipisto.com is a project developed by <a target=""_blank"" href=""http://labmedios.com/"">Laboratorio de Medios</a>, an organization that trains journalists and others in various aspects of accessing and using public data in Guatemala. It is designed to allow reporters, social organizations and citizens to use open data to better understand municipal council spending, political affiliations and public contracts.<br><br>Started in 2013, the project made use of initial funding by the United States Agency for International Development to train journalists in working with <a target=""_blank"" href=""http://www.guatecompras.gt/"">GuateCompras</a>, a database containing municipalities’ procurement information of the national government of Guatemala. The training also includes an overall understanding of the legal framework pertaining to public procurement and freedom of information in Guatemala. Empowered with this knowledge, local journalists are expected to be better equipped to monitor and report on the spendings of municipalities.",Ojoconmipisto_med_lac.png,Latin America & Caribbean,Yes,Nov 15,Final,GM,
1086,Open Budget,A visualization tool that helps local municipalities publish and present their budgets in a user-friendly interactive format,http://www.openbudget.in.ua/?locale=en,Ukraine,Governance,Helps citizens understand budget information through visualizations,Budgets from the Ukraine Open Data Portal,"<br>Open Budget is a visualisation tool that helps local municipalities publish and present their budgets in a user-friendly interactive format. It is built by Center Eidos, an institution that trains journalists and NGOs for data-driven reporting and analytics. The goal of Center Eidos is raise public awareness in political consciousness and citizen’s proactive role in the development of Ukrainian society.<br><br>Open Budget offers three types visualizations: City Budget, Repairing Map and City programs based on data sources provided by DKAN, the Ukraine open data portal. These visualizations offer intuitive insights into complex government operations. City budget visualization supports instant understanding in how budgetary expenses are distributed across different sectors. Repairing map maps out which part of the city is under construction, and informs citizens to experience less inconvenience. City programs yields comprehensive overview as to the current progress for any budget-spending program. It not only shows remaining spendings for a program but also trends in budgetary planning for the same program during the past years. This attempt empowers citizens to hold governing body accountable for executing any city program.",OpenBudget_gov_eca.png,Europe & Central Asia,Yes,Nov 15,Final,JC,
1142,Open Oil,Publishes on the extractive industries and provides multiple platforms to browse oil contracts and oil companies’ corporate filings globally,http://openoil.net,Germany,Energy and climate,"Decrease opaque-nature of the oil industry and by doing so, increases oil companies’ accountability",Monthly energy reviews from U.S. Energy Information Administration,"<br>While transparency has been positively affected by the movement towards opening private and government data, oil contracts have remained largely unreachable. OpenOil seeks to change this, by compiling oil contracts and information on oil companies from around the world and making this information easily accessible on its platform.<br><br>OpenOil draws its information from a large number of sources, ranging from government sources such as the U.S. Energy Information Administration, from non-governmental organizations such as the BP Statistical Review of World Energy or World Bank Extractive Industries Handbook, or from a plethora of filings all part of the public domain and voluntarily shared information from oil companies themselves. After ensuring these datasets are in a machine-readable format (many of them are originally in PDF format, OpenOil includes them in their Aleph search engine, one of the nonprofit’s several services. OpenOil also applies this publically available data and visualizes corporate oil company networks as well as creates financial models of upstream oil, gas, and mining projects.<br><br>By creating the Aleph search engine for public domain corporate filings, network visualizations, and financial models, OpenOil is bringing transparency, through previously unread, unsorted publically available data on oil contracts, to the forefront of the global conversation on oi and energy.",OpenOil_ene_eca.png,Europe & Central Asia,NA,Nov 16,Final,TG,
1716,Orodata,A data visualization and infographics company,http://www.orodataviz.com,Nigeria,IT and geospatial,Engages civic-minded citizens to understand complex issues,"Budget data from Nigeria's Budget Office, and election data from the Electoral Commission","<br>Orodata, a Nigerian civic tech startup, was created to help its users understand data. With a particular emphasis on open data, Orodata produces effective data visualizations and infographics that leverage on the data to create value in areas, such as public service delivery, innovation, and government accountability.Faced with the difficulty of accessing public datasets in Nigeria, Orodata frequently makes use of national FOI legislation to obtain the data, which is then converted to a machine-readability format so that it can be explored for new intuitive visualizations.<br><br>For example, Orodata has informed citizens on how public money is spent by visualizing the budget for Niger delta, which includes local projects on roads, education, water and agriculture. Orodata has produced data visualizations of issues covering a wide range of issues in Nigeria, from <a target=""_blank"" href=""http://www.orodataviz.com/project/nigerias-debt-position-2015/"">national economic performance</a> to <a target=""_blank"" href=""http://www.orodataviz.com/project/internally-displaced-persons-population-june-2016/"">internally displaced population</a>. By simplifying open data about complex issues and presenting it to public, Orodataviz plays an important role in delivering inclusive communication for government-related issues, where people who have little or no computer or statistical skills can still be informed about matters of national interest and participate in the public debate.",orodata_IT_SSA.png,Sub-Saharan Africa,Yes,Nov 26,Final,GM,
,Otthonterkep,An online portal that provides real estate property search,http://otthonterkep.hu/,Hungary,"Housing, construction & real estate",Provides home buyers with information to better search properties,Housing market transactions from the Hungarian National Tax and Customs Office; National Crime Map from http://police.hu; Census data from Hungary’s Central Statistical Office,"<br>In light of the thriving real estate market in Hungary, the company Mapsolutions Zrt. developed the website Otthonterkep in 2013 with the goal of providing home buyers an interactive home search interface. Via its real estate property search portal, Otthonterkep provides users with information on Hungarian real estate, including average house prices, parking prices , green spaces or even a criminal and demographic information. The website also includes a map that gives an overview of the housing market in Hungary. Otthonterkep constructed this map using data provided by public sources, including housing market transactions, census data, and national crime statistics.<br><br>Since 1990, Budapest underwent a construction boom, which was fuelled not only by local demand but also by the rising interest of international investors in the real estate. Additional <a target=""_blank"" href=""http://dailynewshungary.com/map-shows-the-age-of-the-hungarian-real-estates/"">analysis</a> of Otthonterkep‘s map conducted by index.hu offers valuable insights into the Hungarian housing stock, such as the aging of the buildings, the decline in new building permits issued in recent years, and the variation in price per square meter. The analysis also concludes that, in Hungary, there is a strong correlation of price per square meter and the age of the building, in particular for those that were built after 1990.",Otthoterkep_hou_eca.png,Europe & Central Asia,NA,Nov 16,Final,GM,
1189,Päästöt.fi,A website that allows users to examine and compare pollution emissions throughout Europe,http://Paastot.fi,Finland,Energy and climate,Bypasses local companies unwilling to disclose pollution emissions for a country-wide visualization.,Environmental data from the European Pollutant Release and Transfer Register (E-PRTR),"<br>The idea for Päästöt.fi came about when its creator ran into a roadblock while looking into greenhouse gas emissions statistics of a local energy company. In order to circumvent this issue, he came across the European Pollutant Release and Transfer Register (E-PRTR) database, which was established in July 2000 to collect the annual emissions numbers from industrial facilities across Europe. Päästöt.fi emerged was created in 2010 to allow users to compare emission levels from industrial facilities across Europe.<br><br>Päästöt.fi visualizes some 30,000 industrial facilities, from mining sites to coal-fired plants. These facilities are all mapped on the platform, and information such as CO2, heavy metal, or another 89 other kinds of industrial emissions are overlaid on this map; the magnitude of each site’s emissions is shown through circles of varying sizes, and a box to the right relates the numerical figures associated with the selected site.<br><br>Päästöt.fi manages to effectively communicate important information that was previously stored within a huge dataset that a layperson would otherwise not engage with. Through its visualization, citizens are now able to gain the necessary information to lobby and create change.",paastot-Ener-ECA.png,Europe & Central Asia,NA,Nov 16,Final,TG,
,Prosper Daily,A personal finance analytics company,https://www.prosper.com/daily,United States,Consumer,Identifies fraudulent merchants using consumer complaint data,Consumer Complaint Database from the U.S. Consumer Financial Protection Bureau (CFPB),"<br>Prosper Daily, formerly known as BillGuard, uses big data analytics for consumer financial protection and savings. Combining data from banks, online commentary, and government databases, Prosper Daily monitors consumer complaints concerning payment cards and bank accounts. With a base of over a million users, Prosper Daily then identifies trends of fraudulent financial activity or wrongful charges. The goal is to narrow down the sources of fraudulent activity, whether it be a merchant or individual. Specific complaint trends considered include issues of overcharges, fraud, deceptive advertising or billing practices.<br><br>The U.S. Consumer Financial Protection Bureau’s (CFPB) open <a target=""_blank"" href=""http://www.consumerfinance.gov/data-research/consumer-complaints/"">Consumer Complaint Database</a> aggregates consumer responses and directs them to companies for potential resolution. With CFPB open data services, Prosper Daily uses publicly available datasets to resolve credit card transactions issues. These datasets combined with their algorithm help users identify sources of fraudulent activity and directly contact merchants through their mobile application. In 2014, Prosper Daily (then BillGuard), claims to have flagged <a target=""_blank"" href=""http://thenextweb.com/apps/2014/06/19/billguard-now-helps-brits-aussies-new-zealanders-combat-credit-card-fraud-hidden-merchant-fees/"">$60 million in suspect charges</a>.",Prosper Daily-Cons-NA.png,North America,NA,Nov 16,Final,KK,
1279,Publish What You Pay Indonesia,Initiative that aims to increase the transparency of extractive industries in Indonesia,http://pwyp-indonesia.org,Indonesia,Governance,Sheds light on extractive resources and industries in Indonesia,"Extractive industries contracts from the Ministry of Energy and Mineral Resources of Indonesi), tax data from the General Directorate of Tax of the Ministry of Finance of Indonesia, and geospatial data and maps","<br>With about half of the world’s population living in countries that are rich in oil, gas or minerals, non-renewable mineral resources play a<a target=""_blank"" href=""http://www.worldbank.org/en/topic/extractiveindustries/overview#1"">dominant role in 81 countries</a>, which collectively account for a quarter of world GDP. However, these valuable resources can also be the the cause of conflict and corruption, often in countries with lack a regulatory framework regarding the extraction and commercialization of natural resources. There has been a growing concern with the need for <a target=""_blank"" href=""https://www.daily-mail.co.zm/?p=82559"">more transparency</a> in the sector of extractive industries.<br><br>Affiliated with the organization’s global campaign, Publish What You Pay (PWYP) Indonesia was established in 2007 as a civil society organization with the goal of creating more transparency and accountability of extractive resource revenues and governance of oil, gas, minerals and other natural resources in Indonesia. PWYP Indonesia has leveraged on open data in its mission of strengthening civil society’s capacity to play significant role in extractive resource governance reform.<br><br>In particular, open data on what payments extractive company are making to the government, forms the basis for a lot of PWYP Indonesia’s work. PWYP Indonesia has also produced an <a target=""_blank"" href=""http://pwyp-indonesia.org/en/112432/pwyp-indonesia-working-experience-with-open-data/"">infographic</a> describing their working experience with open data, which often includes cleaning the data or converting it to a machine-readability format before analyzing it. As an example of open data use, PWYP Indonesia developed an app named <a target=""_blank"" href=""http://pwyp-indonesia.org/en/165178/oversee-the-extractive-industry-in-indonesia-through-open-mining/"">Open Mining</a>, to empower communities with information related to mining activities that operate in Indonesia.",publishwhyoupay_GOV_SAR.jpg,South Asia,Yes,Nov 26,Final,GM,
